org.apache.tools.ant.types.RedirectorElement	public void configure(org.apache.tools.ant.taskdefs.Redirector, java.lang.String) 	redirector	B3	0/46
org.apache.tools.ant.Diagnostics	private static void printParserInfo(java.io.PrintStream, java.lang.String, java.lang.String, java.lang.String) 	parserLocation	B3	0/2
org.apache.tools.ant.Diagnostics	private static void printParserInfo(java.io.PrintStream, java.lang.String, java.lang.String, java.lang.String) 	parserName	B1	0/2
org.apache.tools.ant.DirectoryScanner	public synchronized void addExcludes(java.lang.String[]) 	tmp	B4	0/2
org.apache.tools.ant.IntrospectionHelper	private org.apache.tools.ant.IntrospectionHelper.NestedCreator getNestedCreator(org.apache.tools.ant.Project, java.lang.String, java.lang.Object, java.lang.String, org.apache.tools.ant.UnknownElement) throws org.apache.tools.ant.BuildException	parentUri	B3	0/2
org.apache.tools.ant.IntrospectionHelper	public boolean supportsNestedElement(java.lang.String, java.lang.String) 	parentUri	B1	0/2
org.apache.tools.ant.IntrospectionHelper	public static org.apache.tools.ant.IntrospectionHelper getHelper(org.apache.tools.ant.Project, Class#RAW) 	p	B4	0/2
org.apache.tools.ant.IntrospectionHelperTest	public void setUp() 	p	B1	0/2
org.apache.tools.ant.Main	private static void printTargets(org.apache.tools.ant.Project, boolean) 	printSubTargets	B9	0/2
org.apache.tools.ant.Main	private void processArgs(java.lang.String[]) 	logTo	B18	0/2
org.apache.tools.ant.ProjectHelper	public static void addText(org.apache.tools.ant.Project, java.lang.Object, java.lang.String) throws org.apache.tools.ant.BuildException	target	B3	0/2
org.apache.tools.ant.ProjectHelper	public static void configure(java.lang.Object, org.xml.sax.AttributeList, org.apache.tools.ant.Project) throws org.apache.tools.ant.BuildException	target	B1	0/2
org.apache.tools.ant.ProjectTest	public void setUp() 	p	B1	0/2
org.apache.tools.ant.UnknownElement	private boolean handleChild(java.lang.String, org.apache.tools.ant.IntrospectionHelper, java.lang.Object, org.apache.tools.ant.UnknownElement, org.apache.tools.ant.RuntimeConfigurable) 	childWrapper	B4	0/2
org.apache.tools.ant.UnknownElement	protected void handleChildren(java.lang.Object, org.apache.tools.ant.RuntimeConfigurable) throws org.apache.tools.ant.BuildException	parent	B1	0/2
org.apache.tools.ant.filters.TokenFilter.ContainsRegex	private void initialize() 	substitution	B7	0/2
org.apache.tools.ant.helper.ProjectHelperImpl.DataTypeHandler	public void init(java.lang.String, org.xml.sax.AttributeList) throws org.xml.sax.SAXParseException	wrapper	B3	0/2
org.apache.tools.ant.helper.ProjectHelperImpl.NestedElementHandler	public void init(java.lang.String, org.xml.sax.AttributeList) throws org.xml.sax.SAXParseException	childWrapper	B4	0/2
org.apache.tools.ant.helper.ProjectHelperImpl2.NestedElementHandler	public void onStartElement(java.lang.String, java.lang.String, java.lang.String, org.xml.sax.Attributes, org.apache.tools.ant.helper.ProjectHelperImpl2.AntXmlContext) throws org.xml.sax.SAXParseException	wrapper	B6	0/2
org.apache.tools.ant.launch.Locator	public static java.io.File getResourceSource(java.lang.ClassLoader, java.lang.String) 	c	B1	0/2
org.apache.tools.ant.taskdefs.Ant	public org.apache.tools.ant.taskdefs.Property createProperty() 	newProject	B1	0/2
org.apache.tools.ant.taskdefs.Ant	public void execute() throws org.apache.tools.ant.BuildException	circular	B24	0/2
org.apache.tools.ant.taskdefs.Available	public void setType(java.lang.String) 	type	B1	0/2
org.apache.tools.ant.taskdefs.CallTarget	public void addConfiguredTarget(org.apache.tools.ant.taskdefs.Ant.TargetElement) 	callee	B1	0/2
org.apache.tools.ant.taskdefs.CallTarget	public void addPropertyset(org.apache.tools.ant.types.PropertySet) 	callee	B1	0/2
org.apache.tools.ant.taskdefs.CallTarget	public void addReference(org.apache.tools.ant.taskdefs.Ant.Reference) 	callee	B1	0/2
org.apache.tools.ant.taskdefs.Checksum	public void add(org.apache.tools.ant.types.ResourceCollection) 	resources	B3	0/2
org.apache.tools.ant.taskdefs.Delete	public void add(org.apache.tools.ant.types.ResourceCollection) 	rcs	B3	0/2
org.apache.tools.ant.taskdefs.ExecTaskTest	public void testspawn() 	project	B1	0/2
org.apache.tools.ant.taskdefs.Execute.Java13CommandLauncher	public java.lang.Process exec(org.apache.tools.ant.Project, java.lang.String[], java.lang.String[], java.io.File) throws java.io.IOException	project	B1	0/2
org.apache.tools.ant.taskdefs.ExecuteJavaTest	protected void setUp() 	project	B1	0/2
org.apache.tools.ant.taskdefs.ExecuteJavaTest	public void testNoTimeOutForked() throws java.lang.Exception	ej	B1	0/2
org.apache.tools.ant.taskdefs.ExecuteJavaTest	public void testTimeOutForked() throws java.lang.Exception	ej	B3	0/2
org.apache.tools.ant.taskdefs.ExecuteOn	protected java.lang.String[] getCommandline(java.lang.String[], java.io.File[]) 	srcFiles	B13	0/2
org.apache.tools.ant.taskdefs.Expand	public void setEncoding(java.lang.String) 	encoding	B1	0/2
org.apache.tools.ant.taskdefs.FailTest	public void testIfAndUnless2() 	project	B1	0/2
org.apache.tools.ant.taskdefs.Get	public boolean doGet(int, org.apache.tools.ant.taskdefs.Get.DownloadProgress) throws java.io.IOException	progress	B9	0/2
org.apache.tools.ant.taskdefs.InitializeClassTest	public void testAll() throws java.io.IOException	project	B1	0/2
org.apache.tools.ant.taskdefs.Jar	protected void initZipOutputStream(org.apache.tools.zip.ZipOutputStream) throws java.io.IOException, org.apache.tools.ant.BuildException	zOut	B2	0/2
org.apache.tools.ant.taskdefs.Javac	protected void checkParameters() throws org.apache.tools.ant.BuildException	src	B3	0/2
org.apache.tools.ant.taskdefs.JavacTest	public void setUp() 	project	B1	0/2
org.apache.tools.ant.taskdefs.JavacTest	public void testCompilerAdapter() 	adapter	B7	0/2
org.apache.tools.ant.taskdefs.Jikes	protected void compile(java.lang.String[]) 	tmpFile	B2	0/2
org.apache.tools.ant.taskdefs.Length	public synchronized void add(org.apache.tools.ant.types.ResourceCollection) 	resources	B3	0/2
org.apache.tools.ant.taskdefs.LoadProperties	private void assertSrcIsJavaResource() 	src	B2	0/2
org.apache.tools.ant.taskdefs.LoadProperties	public final void execute() throws org.apache.tools.ant.BuildException	text	B11	0/2
org.apache.tools.ant.taskdefs.Parallel	private void spinThreads() throws org.apache.tools.ant.BuildException	runnables	B3	0/2
org.apache.tools.ant.taskdefs.Property	protected void loadEnvironment(java.lang.String) 	prefix	B1	0/2
org.apache.tools.ant.taskdefs.PumpStreamHandler	public void stop() 	inputPump	B1	0/2
org.apache.tools.ant.taskdefs.RecorderEntry	public void cleanup() 	project	B1	0/2
org.apache.tools.ant.taskdefs.RecorderEntry	public void setProject(org.apache.tools.ant.Project) 	project	B1	0/2
org.apache.tools.ant.taskdefs.RecorderEntry	public void setProject(org.apache.tools.ant.Project) 	project	B1	0/2
org.apache.tools.ant.taskdefs.RmicTest	public void setUp() 	project	B1	0/2
org.apache.tools.ant.taskdefs.SQLExec.Transaction	public void addText(java.lang.String) 	sql	B2	0/2
org.apache.tools.ant.taskdefs.Sync	private int removeEmptyDirectories(java.io.File, boolean) 	children	B6	0/2
org.apache.tools.ant.taskdefs.Tar	protected void tar(org.apache.tools.ant.types.ResourceCollection, org.apache.tools.tar.TarOutputStream) throws java.io.IOException	afs	B3	0/2
org.apache.tools.ant.taskdefs.Tar	public void setLongfile(java.lang.String) 	longFileMode	B1	0/2
org.apache.tools.ant.taskdefs.Touch	protected synchronized void checkConfiguration() throws org.apache.tools.ant.BuildException	resources	B1	0/2
org.apache.tools.ant.taskdefs.XSLTProcess	private Class#RAW loadClass(java.lang.String) throws java.lang.Exception	loader	B3	0/2
org.apache.tools.ant.taskdefs.Zip	protected final void addResources(org.apache.tools.ant.types.FileSet, org.apache.tools.ant.types.Resource[], org.apache.tools.zip.ZipOutputStream) throws java.io.IOException	zf	B13	0/2
org.apache.tools.ant.taskdefs.Zip	protected final void addResources(org.apache.tools.ant.types.FileSet, org.apache.tools.ant.types.Resource[], org.apache.tools.zip.ZipOutputStream) throws java.io.IOException	zf	B13	0/2
org.apache.tools.ant.taskdefs.Zip	protected void zipDir(java.io.File, org.apache.tools.zip.ZipOutputStream, java.lang.String, int, org.apache.tools.zip.ZipExtraField[]) throws java.io.IOException	zOut	B7	0/2
org.apache.tools.ant.taskdefs.condition.ResourcesMatch	public void add(org.apache.tools.ant.types.ResourceCollection) 	resources	B3	0/2
org.apache.tools.ant.taskdefs.email.EmailTask	public void setMessage(java.lang.String) 	message	B3	0/2
org.apache.tools.ant.taskdefs.email.EmailTask	public void setMessageFile(java.io.File) 	message	B3	0/2
org.apache.tools.ant.taskdefs.optional.PropertyFileTest	public void testValueDoesNotGetOverwritten() 	project	B1	0/2
org.apache.tools.ant.taskdefs.optional.javacc.JJTree	private java.lang.String createOutputFileName(java.io.File, java.lang.String, java.lang.String) 	outputDir	B9	0/2
org.apache.tools.ant.taskdefs.optional.jsp.JspNameMangler	private static final java.lang.String mangleChar(char) 	ch	B1	0/2
org.apache.tools.ant.taskdefs.optional.net.FTP	private void handleMkDirFailure(org.apache.commons.net.ftp.FTPClient) throws org.apache.tools.ant.BuildException	ftp	B1	0/2
org.apache.tools.ant.taskdefs.optional.net.FTPTest	private void compareFiles(org.apache.tools.ant.DirectoryScanner, java.lang.String[], java.lang.String[]) 	includedDirectories	B5	0/2
org.apache.tools.ant.taskdefs.optional.net.FTPTest	private void compareFiles(org.apache.tools.ant.DirectoryScanner, java.lang.String[], java.lang.String[]) 	includedFiles	B2	0/2
org.apache.tools.ant.taskdefs.optional.net.FTPTest	public void tearDown() 	ftp	B1	0/2
org.apache.tools.ant.taskdefs.optional.ssh.ScpFromMessageBySftp	private void getFile(com.jcraft.jsch.ChannelSftp, com.jcraft.jsch.ChannelSftp.LsEntry, java.io.File) throws java.io.IOException, com.jcraft.jsch.SftpException	localFile	B5	0/2
org.apache.tools.ant.taskdefs.optional.ssh.ScpToMessageBySftp	private void sendFileToRemote(com.jcraft.jsch.ChannelSftp, java.io.File, java.lang.String) throws java.io.IOException, com.jcraft.jsch.SftpException	remotePath	B1	0/2
org.apache.tools.ant.types.CommandlineJavaTest	public void setUp() 	project	B1	0/2
org.apache.tools.ant.types.PathTest	public void testEmptyElementIfIsReference() 	project	B1	0/2
org.apache.tools.ant.types.ResourceOutputTest	public void setUp() 	project	B1	0/2
org.apache.tools.ant.types.XMLCatalogTest	public void setUp() 	project	B1	0/2
org.apache.tools.ant.types.XMLCatalogTest	public void testEmptyElementIfIsReference() 	catalog	B1	0/2
org.apache.tools.ant.types.resources.Files	public synchronized Iterator#RAW iterator() 	ds	B3	0/2
org.apache.tools.ant.types.resources.ZipResource	public void addConfigured(org.apache.tools.ant.types.ResourceCollection) 	a	B1	0/2
org.apache.tools.ant.util.FileUtils	public boolean isLeadingPath(java.io.File, java.io.File) 	l	B3	0/2
org.apache.tools.ant.util.FileUtils	public java.lang.String removeLeadingPath(java.io.File, java.io.File) 	l	B3	0/2
org.apache.tools.ant.util.LazyFileOutputStreamTest	public void testByteArray() throws java.io.IOException	los	B1	0/2
org.apache.tools.ant.util.LazyFileOutputStreamTest	public void testOpen() throws java.io.IOException	los	B1	0/2
org.apache.tools.ant.util.LazyFileOutputStreamTest	public void testSingleByte() throws java.io.IOException	los	B1	0/2
org.apache.tools.ant.util.LineOrientedOutputStreamTest	private void writeSingleBytes() throws java.io.IOException	stream	B2	0/2
org.apache.tools.ant.util.LineOrientedOutputStreamTest	public void testCloseArray() throws java.io.IOException	stream	B1	0/2
org.apache.tools.ant.util.LineOrientedOutputStreamTest	public void testCloseSingleBytes() throws java.io.IOException	stream	B1	0/2
org.apache.tools.ant.util.LineOrientedOutputStreamTest	public void testFlushArray() throws java.io.IOException	stream	B1	0/2
org.apache.tools.ant.util.LineOrientedOutputStreamTest	public void testFlushSingleBytes() throws java.io.IOException	stream	B1	0/2
org.apache.tools.ant.util.LineOrientedOutputStreamTest	public void testLineWithCariagereturnArray() throws java.io.IOException	stream	B1	0/2
org.apache.tools.ant.util.LineOrientedOutputStreamTest	public void testLineWithCariagereturnSingleBytes() throws java.io.IOException	stream	B1	0/2
org.apache.tools.ant.util.LineOrientedOutputStreamTest	public void testLineWithLinefeedArray() throws java.io.IOException	stream	B1	0/2
org.apache.tools.ant.util.LineOrientedOutputStreamTest	public void testLineWithLinefeedSingleBytes() throws java.io.IOException	stream	B1	0/2
org.apache.tools.ant.util.LoaderUtils	public static java.io.File getResourceSource(java.lang.ClassLoader, java.lang.String) 	c	B1	0/2
org.apache.tools.bzip2.CBZip2InputStream	private void recvDecodingTables() throws java.io.IOException	curr	B30	0/2
org.apache.tools.bzip2.CBZip2OutputStream	public void write(byte[], int, int) throws java.io.IOException	offs	B9	0/2
org.apache.tools.mail.MailMessage	void connect() throws java.io.IOException	in	B1	0/2
org.apache.tools.zip.AsiExtraFieldTest	public void testContent() 	b	B4	0/2
org.apache.tools.zip.ZipFile.BoundedInputStream	public int read(byte[], int, int) throws java.io.IOException	len	B7	0/2
test.SpecialSeq	public void execute() throws org.apache.tools.ant.BuildException	nestedEcho	B5	0/2
org.apache.tools.ant.taskdefs.Untar	private void expandStream(java.lang.String, java.io.InputStream, java.io.File) throws java.io.IOException	mapper	B2	0/2
org.apache.tools.ant.taskdefs.Tar	protected void tarResource(org.apache.tools.ant.types.Resource, org.apache.tools.tar.TarOutputStream, java.lang.String, org.apache.tools.ant.taskdefs.Tar.TarFileSet) throws java.io.IOException	tOut	B15	2/41
org.apache.tools.ant.taskdefs.Tar	protected void tarResource(org.apache.tools.ant.types.Resource, org.apache.tools.tar.TarOutputStream, java.lang.String, org.apache.tools.ant.taskdefs.Tar.TarFileSet) throws java.io.IOException	tOut	B25	0/39
org.apache.tools.ant.taskdefs.Tar	protected void tarResource(org.apache.tools.ant.types.Resource, org.apache.tools.tar.TarOutputStream, java.lang.String, org.apache.tools.ant.taskdefs.Tar.TarFileSet) throws java.io.IOException	tOut	B28	0/28
org.apache.tools.ant.taskdefs.Tar	protected void tarResource(org.apache.tools.ant.types.Resource, org.apache.tools.tar.TarOutputStream, java.lang.String, org.apache.tools.ant.taskdefs.Tar.TarFileSet) throws java.io.IOException	tOut	B35	0/20
org.apache.tools.ant.taskdefs.Tar	protected void tarResource(org.apache.tools.ant.types.Resource, org.apache.tools.tar.TarOutputStream, java.lang.String, org.apache.tools.ant.taskdefs.Tar.TarFileSet) throws java.io.IOException	tOut	B44	0/11
org.apache.tools.ant.taskdefs.Tar	public void execute() throws org.apache.tools.ant.BuildException	tOut	B11	2/16
org.apache.tools.ant.taskdefs.Tar	public void execute() throws org.apache.tools.ant.BuildException	tOut	B20	0/14
org.apache.tools.ant.taskdefs.Manifest.Section	public java.lang.String addAttributeAndCheck(org.apache.tools.ant.taskdefs.Manifest.Attribute) throws org.apache.tools.ant.taskdefs.ManifestException	classpathAttribute	B8	1/6
org.apache.tools.ant.taskdefs.Manifest.Section	public java.lang.String addAttributeAndCheck(org.apache.tools.ant.taskdefs.Manifest.Attribute) throws org.apache.tools.ant.taskdefs.ManifestException	classpathAttribute	B10	0/4
org.apache.tools.ant.taskdefs.Manifest.Section	public java.lang.String addAttributeAndCheck(org.apache.tools.ant.taskdefs.Manifest.Attribute) throws org.apache.tools.ant.taskdefs.ManifestException	classpathAttribute	B11	0/3
org.apache.tools.ant.taskdefs.Manifest.Section	public java.lang.String addAttributeAndCheck(org.apache.tools.ant.taskdefs.Manifest.Attribute) throws org.apache.tools.ant.taskdefs.ManifestException	classpathAttribute	B12	0/2
org.apache.tools.bzip2.CBZip2InputStream	private void recvDecodingTables() throws java.io.IOException	inUse	B1	1/14
org.apache.tools.bzip2.CBZip2InputStream	private void recvDecodingTables() throws java.io.IOException	inUse	B2	0/11
org.apache.tools.bzip2.CBZip2InputStream	private void recvDecodingTables() throws java.io.IOException	inUse	B5	0/8
org.apache.tools.ant.helper.ProjectHelper2.TargetHandler	public void onStartElement(java.lang.String, java.lang.String, java.lang.String, org.xml.sax.Attributes, org.apache.tools.ant.helper.AntXMLContext) throws org.xml.sax.SAXParseException	newTarget	B30	1/4
org.apache.tools.bzip2.CBZip2OutputStream	private int sendMTFValues1(int, int) 	cost	B9	1/28
org.apache.tools.ant.types.selectors.SelectorUtils	public static boolean match(java.lang.String, java.lang.String, boolean) 	foundIdx	B48	1/13
org.apache.tools.ant.types.selectors.SelectorUtils	public static boolean match(java.lang.String, java.lang.String, boolean) 	foundIdx	B49	0/10
